what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1253666618367
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1253666618367
started,bundle,org.eclipse.wst.jsdt.core,1.0.200.v200905201910,"org.eclipse.wst.jsdt.core",1253666618368
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1253666618368
started,bundle,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui",1253666618368
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1253666618368
started,bundle,org.eclipse.mylyn.context.core,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.core",1253666618368
started,bundle,org.eclipse.mylyn.context.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.ui",1253666618368
os,sysinfo,,,"linux",1253666618375
arch,sysinfo,,,"x86",1253666618375
ws,sysinfo,,,"gtk",1253666618375
locale,sysinfo,,,"pt_PT",1253666618375
processors,sysinfo,,,"2",1253666618376
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1253666618376
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1253666618376
java.specification.name,sysinfo,,,"Java Platform API Specification",1253666618376
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1253666618376
java.specification.version,sysinfo,,,"1.6",1253666618376
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1253666618376
java.version,sysinfo,,,"1.6.0_14",1253666618376
java.vm.info,sysinfo,,,"mixed mode",1253666618376
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1253666618376
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1253666618376
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1253666618376
java.vm.specification.version,sysinfo,,,"1.0",1253666618376
