what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1253666618376
java.vm.version,sysinfo,,,"14.0-b16",1253666618376
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1253666618385
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1253666618582
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1253666618784
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1253666618785
started,bundle,org.eclipse.mylyn.commons.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.commons.ui",1253666618802
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1253666618907
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1253666619049
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.bugzilla.core",1253666619121
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.bugzilla.ui",1253666619191
started,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1253666619264
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1253666619345
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1253666619571
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1253666619651
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.monitor.ui",1253666619848
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253666624718
started,bundle,org.eclipse.team.svn.core,0.7.8.I20090506-1500,"org.eclipse.team.svn.core",1253666627813
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1253666628164
started,bundle,org.eclipse.team.svn.ui,0.7.8.I20090506-1500,"org.eclipse.team.svn.ui",1253666628198
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1253666628285
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.1.I20090708-1500,"org.polarion.eclipse.team.svn.connector.svnkit16",1253666628479
error,log,,,"SVN: '0x00000011: Get Log Messages' operation finished with error",1253666655806
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1253666688560
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253666688583
