what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747504764
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747512982
opened,view,org.eclipse.team.svn.ui,0.7.8.I20090506-1500,"org.eclipse.team.svn.ui.repository.RepositoriesView",1253747515944
activated,view,org.eclipse.team.svn.ui,0.7.8.I20090506-1500,"org.eclipse.team.svn.ui.repository.RepositoriesView",1253747515960
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.views.showView",1253747515961
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.views.showView",1253747515961
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747515983
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747527436
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747580605
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747587959
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747623521
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747630243
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747635023
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747639942
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747709397
started,bundle,org.eclipse.equinox.p2.ui,1.0.100.v20090527-1812,"org.eclipse.equinox.p2.ui",1253747713338
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1253747713389
started,bundle,org.eclipse.equinox.p2.metadata,1.0.100.v20090525,"org.eclipse.equinox.p2.metadata",1253747713553
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747714351
started,bundle,org.eclipse.equinox.security.ui,1.0.100.v20090520-1800,"org.eclipse.equinox.security.ui",1253747742264
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.100.v20090527-1812,"org.eclipse.equinox.p2.artifact.repository",1253747852340
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.help.installationDialog",1253747867115
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.install",1253747872274
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747872298
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1253747877982
